todayNumber,lifePathNumber,character,messageType,variant,colorName,body,action1,action2,notes
7,5,owl,base,B,青,今日の「7」の空気は、あなたの自由な動きに静かな問いを添えてくれそうです。動き回る前に、心が本当に向かう場所を見つめてみてください。,行きたい理由を少し考える,情報を減らす時間を作る,UD7×LP5×owl base variant B
7,5,owl,base,C,青,今日の「7」の空気は、あなたの自由な心に静かな方向を見せてくれそうです。たくさんの選択肢の中で、心が本当に向かう場所を見つめてみてください。,本当に向かいたい場所を書く,心が選びたいものを残す,UD7×LP5×owl base variant C
7,6,owl,base,A,ピンク,今日の「7」の空気は、あなたの優しさに深い気づきを運んでくれそうです。誰かを思う気持ちの奥にある、自分の願いにも目を向けてみてください。,自分の願いを一行だけ書く,静かに休める時間を取る,UD7×LP6×owl base variant A
7,6,owl,base,B,ピンク,今日の「7」の空気は、あなたの優しさに深い気づきを運んでくれそうです。誰かを思う気持ちの奥にある、自分の願いにも目を向けてみてください。,自分の願いを一行だけ書く,静かに休める時間を取る,UD7×LP6×owl base variant B
7,6,owl,base,C,ピンク,今日の「7」の空気は、あなたの優しさに奥にある願いを見せてくれそうです。誰かを思う気持ちの中に、自分が望んでいたぬくもりもあるかもしれません。,自分の願いを一行残す,優しさの奥にある気持ちを書く,UD7×LP6×owl base variant C
7,7,owl,base,A,紺・藍色,今日の「7」の空気は、あなたの深める力をそっと支えてくれそうです。答えを急がず、気になっていることを丁寧に見つめてみてください。,気になることを少し調べる,考えたことを短くまとめる,UD7×LP7×owl base variant A
7,7,owl,base,B,紺・藍色,今日の「7」の空気は、あなたの深める力を日常の中でそっと支えてくれそうです。答えを急がず、気になっていることを丁寧に見つめてみてください。,気になることを少し調べる,考えたことを短くまとめる,UD7×LP7×owl base variant B
7,7,owl,base,C,紺・藍色,今日の「7」の空気は、あなたの静かな気づきをさらに深い場所へ案内してくれそうです。答えにならない思いも、今日の心を照らす記録になります。,答えにならない思いを書く,心に残った気づきを残す,UD7×LP7×owl base variant C
7,8,owl,base,A,オレンジ・茶色,今日の「7」の空気は、あなたの進める力に立ち止まる知恵を添えてくれそうです。動く前に、本当に大切にしたい目的を見直してみてください。,進めたい理由を見直す,大切な目的を一行で書く,UD7×LP8×owl base variant A
7,8,owl,base,B,オレンジ・茶色,今日の「7」の空気は、あなたの進める力に立ち止まる知恵を添えてくれそうです。動く前に、本当に大切にしたい目的を見直してみてください。,進めたい理由を見直す,大切な目的を一行で書く,UD7×LP8×owl base variant B
7,8,owl,base,C,オレンジ・茶色,今日の「7」の空気は、あなたの力に目的を見つめ直す静けさをくれそうです。形にする前に、何を大切にしたいのかをそっと確かめてみてください。,大切にしたい目的を書く,進めたい理由を残す,UD7×LP8×owl base variant C
7,9,owl,base,A,紫,今日の「7」の空気は、あなたの広く受けとめる力に静かな整理の時間をくれそうです。抱えていた思いを、急がず少しずつ見つめてみてください。,心に残ることを一つ書く,抱えている思いを少し整理する,UD7×LP9×owl base variant A
7,9,owl,base,B,紫,今日の「7」の空気は、あなたの受けとめる力に静かな整理の時間をくれそうです。抱えていた思いを、急がず少しずつ見つめてみてください。,心に残ることを一つ書く,抱えている思いを少し整理する,UD7×LP9×owl base variant B
7,9,owl,base,C,紫,今日の「7」の空気は、あなたの広い心に静かな整理の場所を作ってくれそうです。抱えてきた思いを急いで答えにせず、今日の心のまま残してみてください。,今日の心のまま書く,整理しきれない思いを残す,UD7×LP9×owl base variant C
7,11,owl,base,A,シルバー,今日の「7」の空気は、あなたのひらめきに深く向き合う時間をくれそうです。ふと感じたことを流さず、静かにたどってみてください。,浮かんだ感覚をメモする,静かな場所で少し考える,UD7×LP11×owl base variant A
7,11,owl,base,B,シルバー,今日の「7」の空気は、あなたのひらめきに深く向き合う時間をくれそうです。ふと感じたことを流さず、静かにたどってみてください。,浮かんだ感覚をメモする,静かな場所で少し考える,UD7×LP11×owl base variant B
7,11,owl,base,C,シルバー,今日の「7」の空気は、あなたのひらめきに深い静けさを添えてくれそうです。ふと浮かんだ感覚の奥に、今のあなたへの小さなヒントがあるかもしれません。,ひらめきの奥にある気持ちを書く,印象に残った感覚を残す,UD7×LP11×owl base variant C
7,22,owl,base,A,ゴールド,今日の「7」の空気は、あなたの形づくる力に本質を見つめる時間をくれそうです。大きな構想ほど、なぜ形にしたいのかを確かめてみてください。,構想の目的を一行で書く,本当に大切な部分を見直す,UD7×LP22×owl base variant A
7,22,owl,base,B,ゴールド,今日の「7」の空気は、あなたの構想に本質を見つめる時間をくれそうです。大きな形ほど、なぜ形にしたいのかを確かめてみてください。,構想の目的を一行で書く,本当に大切な部分を見直す,UD7×LP22×owl base variant B
7,22,owl,base,C,ゴールド,今日の「7」の空気は、あなたの構想に本質を見つめる灯りをくれそうです。大きな形を急がず、その中心にある思いを確かめてみてください。,構想の中心にある思いを書く,大切にしたい軸を残す,UD7×LP22×owl base variant C
7,33,owl,base,A,レインボー,今日の「7」の空気は、あなたの深い愛に静かな気づきを運んでくれそうです。誰かを包む前に、自分の心の奥にもそっと目を向けてください。,自分の心の声を一行書く,静かに休める時間を作る,UD7×LP33×owl base variant A
7,33,owl,base,B,レインボー,今日の「7」の空気は、あなたの深い愛に静かな気づきを運んでくれそうです。誰かを包む前に、自分の心の奥にもそっと目を向けてください。,自分の心の声を一行書く,静かに休める時間を作る,UD7×LP33×owl base variant B
7,33,owl,base,C,レインボー,今日の「7」の空気は、あなたの深い愛に心の奥を見つめる時間をくれそうです。誰かのために向けた優しさの奥で、自分が何を感じていたのかも大切にしてください。,優しさの奥の気持ちを書く,自分の心の声を残す,UD7×LP33×owl base variant C
8,1,owl,base,A,赤,今日の「8」の空気は、あなたの始める力を現実の一歩へつなげてくれそうです。大きく進めなくても、まずはひとつ形にしてみてください。,気になっていたことをひとつ始める,今日の目標を短く書いてみる,UD8×LP1×owl base variant A
8,1,owl,base,B,赤,今日の「8」の空気は、あなたの行動に形にする力を添えてくれそうです。気になっていたことを、今日できる一歩へ移してみてください。,気になっていたことをひとつ始める,今日の目標を短く書いてみる,UD8×LP1×owl base variant B
8,1,owl,base,C,赤,今日の「8」の空気は、あなたのはじまりに小さな形を与えてくれそうです。まだ大きな成果でなくても、今日動いた一歩はちゃんと残ります。,今日始めたことを一行書く,小さく形にしたことを残す,UD8×LP1×owl base variant C
8,2,owl,base,A,白,今日の「8」の空気は、あなたの繋がる力を安心できる形へ整えてくれそうです。無理に合わせすぎず、心地よい関わり方を選んでみてください。,気になっていた連絡を整える,自分の感じたことをやさしく伝える,UD8×LP2×owl base variant A
8,2,owl,base,B,白,今日の「8」の空気は、あなたの繋がる力を安心できる形へ整えてくれそうです。気持ちを抱えたままにせず、やさしく伝える形を選んでみてください。,気になっていた連絡を整える,感じたことをやさしく伝える,UD8×LP2×owl base variant B
8,2,owl,base,C,白,今日の「8」の空気は、あなたの繋がりに安心できる形を見せてくれそうです。やさしい気持ちをどう届けるか、その形を選んだことも大切な記録です。,届けたかった気持ちを書く,心地よい関わり方を残す,UD8×LP2×owl base variant C
8,3,owl,base,A,黄色,今日の「8」の空気は、あなたの表現する力を小さな形にしやすくしてくれそうです。思いついた言葉やひらめきを、外へ出してみてください。,浮かんだ言葉をメモに残す,小さな発信やひとことを書いてみる,UD8×LP3×owl base variant A
8,3,owl,base,B,黄色,今日の「8」の空気は、あなたの言葉やひらめきを見える形にしやすくしてくれそうです。思いついたことを、メモや短い発信にして残してみてください。,浮かんだ言葉をメモに残す,小さな発信やひとことを書く,UD8×LP3×owl base variant B
8,3,owl,base,C,黄色,今日の「8」の空気は、あなたの表現に小さな輪郭をくれそうです。ふと浮かんだ言葉も、書き留めることで今日の形になります。,形にした言葉を残す,心に浮かんだ表現を書く,UD8×LP3×owl base variant C
8,4,owl,base,A,緑,今日の「8」の空気は、あなたのつみ重ねる力に確かな手ごたえをくれそうです。完璧でなくても、ひとつ整えたことが前に進む力になります。,机や予定を一か所だけ整える,今日やることを3つにしぼる,UD8×LP4×owl base variant A
8,4,owl,base,B,緑,今日の「8」の空気は、あなたの毎日に確かな手ごたえをくれそうです。完璧でなくても、ひとつ整えたことが今日の前進になります。,机や予定を一か所だけ整える,今日やることを3つにしぼる,UD8×LP4×owl base variant B
8,4,owl,base,C,緑,今日の「8」の空気は、あなたの毎日の中に確かな手ごたえを見つけてくれそうです。目立たない一歩も、積み重なればあなたを支える力になります。,今日整えたことを書く,小さな手ごたえを一行残す,UD8×LP4×owl base variant C
8,5,owl,base,A,青,今日の「8」の空気は、あなたの自由な感覚を形ある一歩へつなげてくれそうです。小さな変化を、今日の行動にひとつ入れてみてください。,いつもと違う順番で動いてみる,予定に小さな余白を作る,UD8×LP5×owl base variant A
8,5,owl,base,B,青,今日の「8」の空気は、あなたの自由な感覚を今日の行動へつなげてくれそうです。思いついた小さな変化を、ひとつ実際に試してみてください。,いつもと違う順番で動いてみる,予定に小さな余白を作る,UD8×LP5×owl base variant B
8,5,owl,base,C,青,今日の「8」の空気は、あなたの自由な心に形へ向かう流れをくれそうです。風のような思いつきも、ひとつ動かすことで未来の入口になります。,動かしてみたことを書く,小さな変化の手ごたえを残す,UD8×LP5×owl base variant C
8,6,owl,base,A,ピンク,今日の「8」の空気は、あなたの優しさを無理なく続く形へ整えてくれそうです。誰かのためだけでなく、自分にも手をかけてください。,自分にも小さなごほうびを用意する,引き受けていることをひとつ見直す,UD8×LP6×owl base variant A
8,6,owl,base,B,ピンク,今日の「8」の空気は、あなたの優しさを無理なく続く形へ整えてくれそうです。誰かのために動く前に、自分にも手をかけてください。,自分にも小さなごほうびを用意する,引き受けていることをひとつ見直す,UD8×LP6×owl base variant B
8,6,owl,base,C,ピンク,今日の「8」の空気は、あなたの優しさに続いていく形を見せてくれそうです。無理をしない形で向けた優しさは、あとからも残るあたたかさになります。,無理なくできた優しさを書く,自分にも手をかけたことを残す,UD8×LP6×owl base variant C
8,7,owl,base,A,紺・藍色,今日の「8」の空気は、あなたの深める力を現実の一歩へ近づけてくれそうです。答えが全部出ていなくても、気づいたことを少し動かしてみてください。,気づいたことをひとつ行動にする,違和感を一行だけメモする,UD8×LP7×owl base variant A
8,7,owl,base,B,紺・藍色,今日の「8」の空気は、あなたの気づきを現実の一歩へ近づけてくれそうです。考えたことを、そのままにせず小さく動かしてみてください。,気づいたことをひとつ行動にする,違和感を一行だけメモする,UD8×LP7×owl base variant B
8,7,owl,base,C,紺・藍色,今日の「8」の空気は、あなたの静かな気づきに現実へつながる道を見せてくれそうです。考えたことを少し動かした記録が、次の気づきにつながります。,気づきを行動にしたことを書く,違和感から見えたことを残す,UD8×LP7×owl base variant C
8,8,owl,base,A,オレンジ・茶色,今日の「8」の空気は、あなたの力をやさしく整え、形にする流れをくれそうです。大きな成果より、確かな一歩を大切にしてみてください。,進めたいことをひとつ実行する,優先順位を3つにしぼる,UD8×LP8×owl base variant A
8,8,owl,base,B,オレンジ・茶色,今日の「8」の空気は、あなたの進める力をやさしく整えてくれそうです。大きな成果より、今日ひとつ実行できたことを大切にしてください。,進めたいことをひとつ実行する,優先順位を3つにしぼる,UD8×LP8×owl base variant B
8,8,owl,base,C,オレンジ・茶色,今日の「8」の空気は、あなたの中にある力をやさしく形にしてくれそうです。大きな結果より、今日の小さな手ごたえを忘れずに残してください。,手ごたえを感じたことを書く,進めた一歩を一行残す,UD8×LP8×owl base variant C
8,9,owl,base,A,紫,今日の「8」の空気は、あなたの広く受けとめる力に小さな輪郭をくれそうです。すべてを抱えず、今できることをひとつ選んでみてください。,引き受ける範囲をひとつ決める,自分の気持ちだけを三つ書く,UD8×LP9×owl base variant A
8,9,owl,base,B,紫,今日の「8」の空気は、あなたの受けとめる力に小さな輪郭をくれそうです。全部を抱えず、今できることをひとつ選んで形にしてみてください。,引き受ける範囲をひとつ決める,自分の気持ちだけを三つ書く,UD8×LP9×owl base variant B
8,9,owl,base,C,紫,今日の「8」の空気は、あなたの広い心にやさしい輪郭を描いてくれそうです。すべてを抱えるのではなく、今できる形を選んだことを大切にしてください。,選んだ範囲を一行で書く,今できたことを残す,UD8×LP9×owl base variant C
8,11,owl,base,A,シルバー,今日の「8」の空気は、あなたのひらめきを小さな形へ導いてくれそうです。うまく説明できなくても、感じたことをまず残してみてください。,ひらめきをひとつメモする,音や情報を少し減らす,UD8×LP11×owl base variant A
8,11,owl,base,B,シルバー,今日の「8」の空気は、あなたのひらめきを小さな形へ導いてくれそうです。うまく説明できなくても、感じたことをまず残してみてください。,ひらめきをひとつメモする,音や情報を少し減らす,UD8×LP11×owl base variant B
8,11,owl,base,C,シルバー,今日の「8」の空気は、あなたのひらめきに小さな器を作ってくれそうです。見えない感覚も、そっと残すことで未来の形につながるかもしれません。,ひらめきを短く残す,未来につながりそうな感覚を書く,UD8×LP11×owl base variant C
8,22,owl,base,A,ゴールド,今日の「8」の空気は、あなたの形づくる力を今日できる一歩へ分けてくれそうです。全部を背負わず、ひとつだけ形にしてみてください。,大きな予定をひとつ細分化する,手順や役割をひとつ整える,UD8×LP22×owl base variant A
8,22,owl,base,B,ゴールド,今日の「8」の空気は、あなたの構想を今日できる一歩へ分けてくれそうです。全部を背負わず、ひとつだけ形にするところから始めてみてください。,大きな予定をひとつ細分化する,手順や役割をひとつ整える,UD8×LP22×owl base variant B
8,22,owl,base,C,ゴールド,今日の「8」の空気は、あなたの構想に今日できる形を見せてくれそうです。大きなものを一度に背負わず、小さく分けた一歩を残してみてください。,今日形にした一歩を書く,構想を分けた手順を残す,UD8×LP22×owl base variant C
8,33,owl,base,A,レインボー,今日の「8」の空気は、あなたの深い愛を無理のない形へ整えてくれそうです。包む前に、自分の心にも居場所を作ってください。,自分を満たす時間を先に取る,優しさを向ける相手をひとつ選ぶ,UD8×LP33×owl base variant A
8,33,owl,base,B,レインボー,今日の「8」の空気は、あなたの深い愛を無理のない形へ整えてくれそうです。包み込む前に、自分の心にも居場所を作ってください。,自分を満たす時間を先に取る,優しさを向ける相手をひとつ選ぶ,UD8×LP33×owl base variant B
8,33,owl,base,C,レインボー,今日の「8」の空気は、あなたの深い愛に無理のない形を与えてくれそうです。誰かを包む力も、自分の心に居場所があるとやさしくめぐります。,自分に作った居場所を書く,やさしさを形にしたことを残す,UD8×LP33×owl base variant C
9,1,owl,base,A,赤,今日の「9」の空気は、あなたの始める力に少し整理する時間をくれそうです。新しく進む前に、今の自分に必要な一歩を選んでみてください。,始めたいことをひとつにしぼる,今は休めることをひとつ決める,UD9×LP1×owl base variant A
9,1,owl,base,B,赤,今日の「9」の空気は、あなたの行動に整理する時間をくれそうです。新しく進む前に、今必要な一歩だけを選んでみてください。,始めたいことをひとつにしぼる,今は休めることをひとつ決める,UD9×LP1×owl base variant B
9,1,owl,base,C,赤,今日の「9」の空気は、あなたのはじまりにやさしい整理の時間をくれそうです。新しく進む前に、これから大切にしたいものをそっと選んでみてください。,これから大切にしたいことを書く,今日選んだ一歩を残す,UD9×LP1×owl base variant C
9,2,owl,base,A,白,今日の「9」の空気は、あなたの繋がる力にやさしい見直しをくれそうです。誰かを大切にしながら、自分の心も置き去りにしないでください。,無理な約束をひとつ見直す,自分の気持ちを一行だけ書く,UD9×LP2×owl base variant A
9,2,owl,base,B,白,今日の「9」の空気は、あなたの繋がる力にやさしい見直しをくれそうです。誰かを大切にしながら、自分の心も置き去りにしないでください。,無理な約束をひとつ見直す,自分の気持ちを一行だけ書く,UD9×LP2×owl base variant B
9,2,owl,base,C,白,今日の「9」の空気は、あなたの繋がりに静かな見直しを運んでくれそうです。大切にしたい関係ほど、自分の心も一緒に大切にしていいものです。,大切にしたい距離感を書く,自分の心に残ったことを残す,UD9×LP2×owl base variant C
9,3,owl,base,A,黄色,今日の「9」の空気は、あなたの表現する力にやわらかな整理を運んでくれそうです。言いきれなかった気持ちも、今日の言葉として残してみてください。,言えなかった気持ちをメモする,心に残った出来事を短く書く,UD9×LP3×owl base variant A
9,3,owl,base,B,黄色,今日の「9」の空気は、あなたの言葉にやわらかな整理を運んでくれそうです。言いきれなかった気持ちも、短く書けば今日の記録になります。,言えなかった気持ちをメモする,心に残った出来事を短く書く,UD9×LP3×owl base variant B
9,3,owl,base,C,黄色,今日の「9」の空気は、あなたの表現にやわらかな余白をくれそうです。うまく言えなかった気持ちも、今日の言葉としてそっと残してみてください。,言葉になりかけた気持ちを書く,心に残ったひとことを残す,UD9×LP3×owl base variant C
9,4,owl,base,A,緑,今日の「9」の空気は、あなたのつみ重ねる力に見直しの余白をくれそうです。続けてきたことの中から、今の自分に合う形を選び直してみてください。,続けていることをひとつ見直す,休める予定をひとつ決める,UD9×LP4×owl base variant A
9,4,owl,base,B,緑,今日の「9」の空気は、あなたの毎日に見直しの余白をくれそうです。続けてきたことの中から、今の自分に合う形を選び直してみてください。,続けていることをひとつ見直す,休める予定をひとつ決める,UD9×LP4×owl base variant B
9,4,owl,base,C,緑,今日の「9」の空気は、あなたの毎日にやさしい区切りを作ってくれそうです。続けてきたことの中にも、少し休ませていいものがあるかもしれません。,休ませたいことを一つ書く,続けたいものを選び直す,UD9×LP4×owl base variant C
9,5,owl,base,A,青,今日の「9」の空気は、あなたの自由な感覚に少し整理する風を運んでくれそうです。広がった選択肢の中から、今の自分に合うものを選んでみてください。,選択肢を三つだけ書き出す,今いらない予定をひとつ休める,UD9×LP5×owl base variant A
9,5,owl,base,B,青,今日の「9」の空気は、あなたの自由な感覚に整理する風を運んでくれそうです。広がった選択肢の中から、今の自分に合うものを選んでみてください。,選択肢を三つだけ書き出す,今いらない予定をひとつ休める,UD9×LP5×owl base variant B
9,5,owl,base,C,青,今日の「9」の空気は、あなたの自由な心に選び直す静けさをくれそうです。たくさんの可能性の中から、今の自分に残したいものを見つめてみてください。,今残したい選択肢を書く,少し軽くなったことを残す,UD9×LP5×owl base variant C
9,6,owl,base,A,ピンク,今日の「9」の空気は、あなたの優しさにあたたかい区切りをくれそうです。誰かのために抱えてきたものを、少し軽くしても大丈夫です。,引き受けていることをひとつ見直す,自分に優しい選択を書き出す,UD9×LP6×owl base variant A
9,6,owl,base,B,ピンク,今日の「9」の空気は、あなたの優しさにあたたかい区切りをくれそうです。誰かのために抱えてきたものを、少し軽くしても大丈夫です。,引き受けていることをひとつ見直す,自分に優しい選択を書き出す,UD9×LP6×owl base variant B
9,6,owl,base,C,ピンク,今日の「9」の空気は、あなたの優しさにあたたかな区切りを見せてくれそうです。誰かを思ってきた時間の中に、自分を休ませる場所も作ってください。,自分を休ませる言葉を書く,少し手放せた気持ちを残す,UD9×LP6×owl base variant C
9,7,owl,base,A,紺・藍色,今日の「9」の空気は、あなたの深める力に静かな整理の時間をくれそうです。考えてきたことを、ひとつの気づきとして残してみてください。,考えたことを一行にまとめる,今の答えを急がず書き残す,UD9×LP7×owl base variant A
9,7,owl,base,B,紺・藍色,今日の「9」の空気は、あなたの考える力に静かな整理の時間をくれそうです。考えてきたことを、ひとつの気づきとして残してみてください。,考えたことを一行にまとめる,今の答えを急がず書き残す,UD9×LP7×owl base variant B
9,7,owl,base,C,紺・藍色,今日の「9」の空気は、あなたの静かな気づきにひとつの余韻を残してくれそうです。答えにならなかった思いも、今のあなたを映す大切な記録です。,答えにならない思いを書く,心に残った気づきを残す,UD9×LP7×owl base variant C
9,8,owl,base,A,オレンジ・茶色,今日の「9」の空気は、あなたの進める力に見直しの視点をくれそうです。形にする前に、今ほんとうに大切なことを選んでみてください。,優先順位を見直す,続けることと休めることを分ける,UD9×LP8×owl base variant A
9,8,owl,base,B,オレンジ・茶色,今日の「9」の空気は、あなたの進める力に見直しの視点をくれそうです。形にする前に、今ほんとうに大切なことを選んでみてください。,優先順位を見直す,続けることと休めることを分ける,UD9×LP8×owl base variant B
9,8,owl,base,C,オレンジ・茶色,今日の「9」の空気は、あなたの力に見直しの余白を作ってくれそうです。進めることだけでなく、残すものを選ぶことも大切な力です。,残したい目的を書く,今は休めることを選ぶ,UD9×LP8×owl base variant C
9,9,owl,base,A,紫,今日の「9」の空気は、あなたの受けとめる力をやさしく整えてくれそうです。すべてを抱えず、心に残したいものをひとつ選んでみてください。,残したい気持ちを一行で書く,抱えていることを少し軽くする,UD9×LP9×owl base variant A
9,9,owl,base,B,紫,今日の「9」の空気は、あなたの受けとめる力をやさしく整えてくれそうです。すべてを抱えず、心に残したいものをひとつ選んでみてください。,残したい気持ちを一行で書く,抱えていることを少し軽くする,UD9×LP9×owl base variant B
9,9,owl,base,C,紫,今日の「9」の空気は、あなたの広い心に静かな整理の場所を作ってくれそうです。すべてを答えにしなくても、心に残ったものから少しずつ整えてみてください。,心に残ったものを書く,今の自分に必要なものを選ぶ,UD9×LP9×owl base variant C
9,11,owl,base,A,シルバー,今日の「9」の空気は、あなたのひらめきにやさしい余白をくれそうです。感じたことを全部答えにせず、心に残るものだけをそっと拾ってみてください。,印象に残った感覚をメモする,音や情報を少し減らす,UD9×LP11×owl base variant A
9,11,owl,base,B,シルバー,今日の「9」の空気は、あなたのひらめきにやさしい余白をくれそうです。感じたことを全部答えにせず、心に残るものだけを拾ってみてください。,印象に残った感覚をメモする,音や情報を少し減らす,UD9×LP11×owl base variant B
9,11,owl,base,C,シルバー,今日の「9」の空気は、あなたのひらめきにやさしい余韻を残してくれそうです。ふと感じたことを急いで形にせず、心に残る光だけをそっと拾ってみてください。,心に残る感覚を書く,拾っておきたいひらめきを残す,UD9×LP11×owl base variant C
9,22,owl,base,A,ゴールド,今日の「9」の空気は、あなたの形づくる力に見直しの時間をくれそうです。大きな構想の中から、今残したい芯をひとつ選んでみてください。,構想の大切な部分を見直す,今は休める手順をひとつ決める,UD9×LP22×owl base variant A
9,22,owl,base,B,ゴールド,今日の「9」の空気は、あなたの構想に見直しの時間をくれそうです。大きな形の中から、今残したい芯をひとつ選んでみてください。,構想の大切な部分を見直す,今は休める手順をひとつ決める,UD9×LP22×owl base variant B
9,22,owl,base,C,ゴールド,今日の「9」の空気は、あなたの構想に静かな選び直しをくれそうです。大きな形を急がず、中心に残したい思いを確かめてみてください。,構想の中心にある思いを書く,今残したい手順を選ぶ,UD9×LP22×owl base variant C
9,33,owl,base,A,レインボー,今日の「9」の空気は、あなたの深い愛にやさしい境界線をくれそうです。すべてを包もうとせず、自分の心に残すものを選んでください。,自分の心を守る選択を書く,優しさを向ける範囲を見直す,UD9×LP33×owl base variant A
9,33,owl,base,B,レインボー,今日の「9」の空気は、あなたの深い愛にやさしい境界線をくれそうです。すべてを包もうとせず、自分の心に残すものを選んでください。,自分の心を守る選択を書く,優しさを向ける範囲を見直す,UD9×LP33×owl base variant B
9,33,owl,base,C,レインボー,今日の「9」の空気は、あなたの深い愛にやさしい余白を作ってくれそうです。包み込むだけでなく、自分の心に残すものを選ぶことも、愛の一つの形です。,自分の心に残したいものを書く,優しさの向け先を選び直す,UD9×LP33×owl base variant C
